Lead_Time_days,Inventory_Accuracy,Supplier_Lead_Time_Variability_days,Inventory_Turnover_Ratio,Customer_Satisfaction,Supplier_Relationship_Score,Order_Fulfillment_Rate,Operational_Efficiency_Score,Transparency,Lead_Time_days_norm,Supplier_Lead_Time_Variability_days_norm,Inventory_Turnover_Ratio_norm,Traceability,Supply_Chain_Risk
30.868295255761403,92.51323340042586,6.90698305108374,17.609204572024098,82.5979734387652,78.31490061133913,83.59381856609865,73.96022837625328,81.73239667788633,0.8856630368247959,0.5773498787812514,0.7962946771616775,0.42948395961009744,-33.164752254998575
17.014442608070425,92.91742410832244,6.207705215132857,12.279567509512448,78.49506663591748,78.8880680485923,81.91314993379281,74.40292830315158,80.18359984723487,0.46951388470585,0.5181807210169551,0.6461177986455309,0.48910517751533816,-32.56908200990008
28.402405580411774,91.5760450764899,7.205369080528916,4.777403264947926,81.36376571001539,77.88539586919698,83.09074202733107,78.62485841071847,82.00746809791632,0.8115913743268809,0.6025977118215993,0.4347241155204745,0.41772608285979695,-33.27007767231044
22.787466868596304,91.25412965553558,5.041959488491532,5.981191216457765,83.15799504097782,76.98597710099332,81.4452719358562,79.64435802354737,82.13386237341257,0.6429269570312846,0.4195415403272076,0.46864408320921225,0.5331618458637185,-33.366809687710514
28.20958004951909,91.4962937397019,9.193966010402098,0.18025234042972915,83.24960512660047,76.72745843395762,83.47334508528083,78.91962267241765,82.62318481541386,0.8057991818423412,0.7708621689858418,0.30518700674286325,0.09811297286244514,-33.088519115310525
11.254343859099704,92.64618834109582,7.181290366465303,4.720828287347981,80.68467558938903,77.16926823588899,83.09937518199969,74.16097765939143,80.94895642099337,0.2964890755452672,0.6005602995686369,0.4331299631535445,0.5326417521974549,-32.29263926927633
14.498575288784776,92.3060056912384,3.69744643455319,8.856664390639365,82.82958234156739,75.65909722653437,83.9873783042808,77.60654234039264,82.36290695361026,0.393940968031369,0.305776022653598,0.5496682843866192,0.5635405767019612,-32.87057901212489
16.507964975261572,92.34462491921201,9.289060267774085,-1.5293389232118573,79.95915735336729,76.83595168590473,82.10497148629017,68.7579028729311,79.28887688699513,0.45430004904434945,0.7789085374357592,0.2570146684577539,0.3682367079490595,-31.562845437977675
21.905061910438064,91.05246093738764,8.165998346030689,2.3549898435481342,80.19442438658962,77.47937422498553,82.2440602354448,76.15844633689184,80.81641817022602,0.6164208229975645,0.6838810324722295,0.3664660931008392,0.31711788537163793,-32.15341442223907
6.02931755758997,91.79583342235635,0.6720891535974564,3.504154353146734,79.9886251799948,75.65097391080269,84.6464614726656,71.38374352832406,80.41195543477883,0.13953704779760143,0.04978643876121534,0.39884689819673574,0.741239012360294,-32.161277778855656
22.783426731876666,89.43114880500424,8.998285196756502,8.169191835190492,81.9488133960379,77.74716499558681,83.21074407150623,77.41244768797534,81.74818815791741,0.6428055973262929,0.754304703070598,0.5302968935710922,0.39545185370332325,-32.8574560046483
28.235072591266174,92.83845227989134,4.433778320349228,6.239263736384389,81.94228619544445,72.53900936156319,83.2372412452093,76.33834697560857,81.35927379146328,0.8065649399244567,0.36808049632292766,0.4759159715233316,0.3343188250279016,-32.677437046596474
13.804358562296846,89.4968121407482,6.252059085133841,3.293964163133508,83.8984818813325,76.83699752872663,83.94004302028168,74.62866851559635,81.91067214055099,0.37308772890276515,0.5219337087374607,0.3929242234891213,0.6957196121712883,-32.742556701088915
18.225284764439316,90.98925436947049,9.490346588290638,4.5346637799259755,82.91729046812178,75.85764655385351,83.64842567244176,74.05832934151428,81.46607080280431,0.505885784244335,0.7959403114204779,0.42788427676116614,0.1628573052404208,-32.3515712432179
25.446982714808353,90.75536981963452,7.53915894568105,2.6357480641506985,84.71067244284849,75.43420830948725,82.06864644377731,77.71821688749442,82.19639685639879,0.7228148620489915,0.6308412284553755,0.3743772121307663,0.3386172542976805,-32.71400564427859
24.081098374126203,92.00319882483277,6.741527346294857,6.037352013796679,80.08886887343118,81.25239510641853,80.29814092724578,78.4764015550654,81.13694264434129,0.6817857256259071,0.5633499002371812,0.47022656493177833,0.38889988455203134,-32.31033701155733
21.772055028907353,93.43964399959607,6.320653256792373,10.025076576715495,82.06430151718354,76.53174061214929,80.18064585076117,76.42336070351732,80.9552948122614,0.6124254938726935,0.5277377813905798,0.5825914446069229,0.5156568943110826,-32.288380682629
19.951580370622334,91.16599106998412,3.2769916078047907,2.411056735311739,85.42245187900158,73.62710908722491,84.80348706852611,72.40690667878046,82.0284730357353,0.5577411396525982,0.2701993795832414,0.36804592878090575,0.4603612286068187,-32.69553370573686
25.800591658687207,91.25557653504964,9.84266215510954,10.864578232820953,78.98987763252595,77.13714469551455,85.64953757272893,75.4709592104618,81.32528852672525,0.73343674939824,0.8257513740399277,0.606246664792524,0.3693172345881689,-32.37784230452537
6.773745019261536,91.35632678064205,6.955894503530721,22.769574511014667,82.95413293509962,74.87527461980437,82.74229063122908,75.38433443421657,81.40895409678656,0.16189854281756721,0.5814885048001656,0.941701998586478,0.7374000720472762,-32.55854166753354
17.447472046817072,91.15189877139277,7.78365881705846,8.865481021575984,81.01586172034838,74.82835016892655,82.71201432585771,73.8131595492998,80.4790196177537,0.4825214457330705,0.6515295024419347,0.5499167167090382,0.5834606359012406,-32.124992101461984
20.598878633677472,91.69659821560344,4.0895355290422,5.775857680762297,83.21462832308049,76.74745442548955,83.604930352544,72.95687266822704,81.48164740044206,0.5771850178422048,0.3389525088751774,0.46285825781739887,0.5476439549294896,-32.511716542148626
10.93365596334357,90.62790711050542,2.6452187337673543,-3.33523262965619,78.97820545232966,73.14639956759,82.31063161605314,75.10532232003997,79.78514625233237,0.28685608757379727,0.21674213135758819,0.20612874947587925,0.5638141013269001,-32.13958414146371
18.59388195993528,91.32492994840935,5.7493808958646575,5.752380343018927,80.01425463599914,74.01034269473261,82.14716469116286,70.86179976853008,79.3543130161688,0.5169578964054696,0.4793997636352334,0.46219672059510497,0.46492947439768173,-31.627696996226593
21.649393650600732,91.58465284638442,7.37623305984157,9.05881015610056,81.0659426010232,75.46578054930276,82.22056172296355,71.28585869023512,79.94816637481176,0.6087409282952944,0.617055309686743,0.5553642857664791,0.43343139429150984,-32.152639107641306
20.12772816636368,92.27855126414678,7.8333343083431926,5.912878805777289,82.92167531042581,81.47882087999011,82.33934637672134,77.64845114267322,82.48373394909248,0.5630323577497967,0.6557327773488942,0.4667191970528794,0.460156958723814,-33.17755636312652
29.95270131111843,91.10383165781876,7.9878569849235115,6.990037979191262,78.32666666072556,81.6483473859532,82.66232346452001,71.52608798581966,79.8771325391148,0.8581599549429542,0.6688076614059723,0.4970710578702293,0.3009581368742207,-31.771236270395608
16.648826661323277,92.318466859879,8.601770723583419,3.8265635864973175,85.22495168877465,75.24580769233438,81.51682354824742,75.08068809311968,81.79509764495191,0.4585313248281578,0.7207537649272463,0.4079316466892638,0.5101774971262912,-32.62211005683129
22.880188740196807,91.78698563224286,4.704910305906401,5.53655960186635,83.69923927009097,81.26885287089242,83.81182158145678,73.15212927453894,82.18932796068563,0.645712184305653,0.39102223765034205,0.4561153899444094,0.41945438020722725,-32.74351293635714
27.221333063438564,92.51871851637033,2.740927991207747,8.738493217212598,80.74468212945823,79.44695373487023,84.07804079928219,71.74196631728674,80.99177736720353,0.7761137105297776,0.22484053783045116,0.5463384933055998,0.5831261335760373,-32.32996140031183
21.65459384119123,91.37484350955586,7.496567465404017,2.403114325246377,85.46371201494368,76.63749446280247,83.59991916838493,76.85968758944237,82.8922606701229,0.6088971342951794,0.6272373647457531,0.3678221299860683,0.3852678101836916,-33.01101139212264
29.96959376401007,91.28299691439038,6.882464758713841,15.631475383648306,85.12671860594557,77.73360526270665,80.52137028174465,76.40442783810461,81.8769724516377,0.8586673791322273,0.5752752717584606,0.7405668306729,0.3335215927431278,-32.58419761775234
18.894984334637424,92.28176677503626,5.581480428662166,7.3660666954960075,86.16043308896423,77.34033080109043,81.14852243514098,76.76746585418266,82.50838958568076,0.5260025644209175,0.4651929223457562,0.5076666797080263,0.5540288061217368,-32.924967356721005
