Lead_Time_days,Inventory_Accuracy,Supplier_Lead_Time_Variability_days,Inventory_Turnover_Ratio,Customer_Satisfaction,Supplier_Relationship_Score,Order_Fulfillment_Rate,Operational_Efficiency_Score,Transparency,Lead_Time_days_norm,Supplier_Lead_Time_Variability_days_norm,Inventory_Turnover_Ratio_norm,Traceability,Supply_Chain_Risk
29.1979852145258,113.05454157175173,2.82784286527947,5.393583183518746,99.7857917877492,90.12657892378958,101.20869672108685,94.87088937918618,99.59063647804219,0.8336054623992835,0.18364176133057702,0.4929283543691762,0.5016848023986049,-40.43726547265604
10.695519559914498,111.07090919713478,8.13024600940255,10.781694200054707,98.91118432849872,91.01718198806547,100.82825364128338,97.82915387822008,99.69647128509867,0.28264563115393343,0.5420553779743946,0.6170920478898594,0.5796459520971271,-39.92637608529775
21.649432592070006,112.91465293061201,3.2817525539974888,14.770692798874705,99.20899931320972,89.87048440566694,101.54044317135578,99.82627735836321,100.46860195067018,0.608827351381503,0.21432358780456162,0.7090145784313228,0.7053383651942848,-40.31064379938465
29.96531876890423,112.62230529393167,7.569858634888507,7.6402360653062145,99.12770070076235,93.88099863123287,103.44197804332231,98.03635790809373,101.02850559736059,0.8564548476391295,0.5041762389949822,0.5447002497524601,0.3555010860372386,-40.62470289056658
7.318742392215893,111.20508248401866,4.30788996153977,9.88304853893083,96.59857078070905,89.21305506655101,101.87805711658224,100.09800003087645,99.60440213041964,0.18209316354242366,0.28368489614234255,0.5963836467249534,0.6020507749908589,-40.50299131716237
16.805681367897936,111.15007887578233,3.113491180059917,5.851528583712572,94.08885556110523,92.63804682042601,101.98702052697591,92.54951636098278,97.71147866824172,0.4645918528873233,0.20295003397713068,0.5034812535474541,0.6366395355812644,-39.76657518864545
15.570466341728352,112.31292689858525,5.956466766872401,20.082387892665363,96.62495171485057,93.33246078861423,101.49711628691144,92.83528490434416,98.56821615011738,0.4278100598509718,0.3951197227773699,0.8314173425311516,0.7771856342816258,-40.19359784061593
20.661621828641756,111.86187116120253,2.2849954226995344,-0.38159814665150016,99.3916990126008,90.8755611322713,102.41527813862703,94.66022900334437,99.7478821753846,0.5794126743497892,0.14694822636302807,0.359845007996956,0.45770311585147244,-40.47377473966472
14.634947911788576,113.51261830446694,3.819749760481532,17.887951401573435,97.80382075842284,94.32279162431718,100.24764041081464,95.4044048985783,99.27986032336531,0.3999525252981067,0.25068927318892076,0.7808487222680685,0.7639516329699236,-40.47031510912808
7.295426997099383,110.77651670612168,2.9392742763344053,6.243386370387244,96.14317972289116,93.0878763150908,101.95625771267457,95.67896197962415,98.95206292871579,0.18139888601214166,0.1911739187238128,0.512511228983938,0.699360959844492,-40.30044174739301
